index,word,solution_count
32489,шемая,3
32490,шен,0
32491,шенкель,8
32492,шепелеватость,127
32493,шепелявение,17
32494,шепелявость,78
32495,шепот,2
32496,шептание,14
32497,шербет,2
32498,шеренга,10
32499,шерл,1
32500,шероховатость,106
32501,шерп,2
32502,шерпка,16
32503,шерстевед,20
32504,шерстеведение,59
32505,шерстезаготовка,330
32506,шерстемойка,150
32507,шерстемойня,67
32508,шерстемойщик,107
32509,шерстемойщица,118
32510,шерстепрядение,81
32511,шерстепрядильня,170
32512,шерстепрядильщик,209
32513,шерстепрядильщица,289
32514,шерстечесальня,104
32515,шерстечесальщик,191
32516,шерстечесальщица,108
32517,шерстистость,48
32518,шерстность,46
32519,шерстобит,40
32520,шерстобой,31
32521,шерстобойня,64
32522,шерстокрыл,79
32523,шерстоткачество,255
32524,шерсть,6
32525,шерстянка,77
32526,шерхебель,9
32527,шершавость,63
32528,шершень,3
32529,шест,2
32530,шествие,8
32531,шествование,74
32532,шестиборец,41
32533,шестиборье,48
32534,шестидесятилетие,31
32535,шестиклассник,134
32536,шестиклассница,181
32537,шестилетие,13
32538,шестиполье,60
32539,шестисотлетие,37
32540,шестиугольник,216
32541,шестнадцатилетие,139
32542,шестопер,32
32543,шестопсалмие,105
32544,шеф,0
32545,шефство,18
32546,шея,0
32547,шибер,2
32548,шизогония,6
32549,шизофреник,35
32550,шизофрения,22
32551,шиизм,1
32552,шиит,0
32553,шик,0
32554,шикание,10
32555,шиллинг,2
32556,шило,1
32557,шилоклювка,51
32558,шилохвость,31
32559,шимоза,4
32560,шингард,17
32561,шинкование,48
32562,шинковка,31
32563,шиншилла,3
32564,шиньон,1
32565,шипение,2
32566,шиповник,18
32567,шипучесть,21
32568,ширение,2
32569,ширина,3
32570,ширма,3
32571,широковещание,118
32572,широковещательность,1037
32573,широконоска,73
32574,широкость,51
32575,ширпотреб,28
32576,ширь,0
32577,шитье,0
32578,шифер,3
32579,шифон,2
32580,шифратор,21
32581,шифровальщик,81
32582,шифровальщица,52
32583,шифрование,46
32584,шифровка,25
32585,шифрограмма,46
32586,шихта,1
32587,шихтовальщик,79
32588,шихтование,42
32589,шихтовщик,13
32590,шишак,2
32591,шишельник,15
32592,шишельница,14
32593,шишковатость,69
32594,шкала,3
32595,шкаторина,95
32596,шкатулка,19
32597,шкаф,0
32598,шкафут,13
32599,шквал,2
32600,шквара,10
32601,шкварка,13
32602,шкворень,30
32603,шкентель,14
32604,шкерт,3
32605,шкив,1
32606,шкипер,8
32607,шкиперская,74
32608,школа,6
32609,школьник,18
32610,школьница,37
32611,шкот,2
32612,шлаг,2
32613,шлагбаум,19
32614,шлак,1
32615,шлакобетон,90
32616,шлакоблок,19
32617,шлаковик,40
32618,шлаковина,69
32619,шлаковщик,41
32620,шлам,0
32621,шланг,3
32622,шлевка,11
32623,шлейфование,59
32624,шлемофон,11
32625,шленка,13
32626,шлепок,9
32627,шлея,3
32628,шлир,1
32629,шлиф,3
32630,шлифовальник,93
32631,шлифовальщик,52
32632,шлифовальщица,30
32633,шлифование,47
32634,шлифовщик,16
32635,шлифовщица,19
32636,шлих,1
32637,шлихта,6
32638,шлихтик,7
32639,шлихтовальщик,83
32640,шлихтовальщица,46
32641,шлихтование,81
32642,шлихтовка,58
32643,шлык,0
32644,шлюз,0
32645,шлюзование,49
32646,шлюзовик,17
32647,шлюп,1
32648,шлюпбалка,16
32649,шлюпка,7
32650,шлюпочник,27
32651,шлюха,0
32652,шлягер,7
32653,шлямбур,7
32654,шляхетство,43
32655,шляхта,3
32656,шляхтич,4
32657,шляхтянка,13
32658,шмель,3
32659,шмуцтитул,5
32660,шнек,1
32661,шнека,3
32662,шницель,5
32663,шнур,0
32664,шнурование,47
32665,шнурок,10
32666,шнява,0
32667,шов,0
32668,шовинизм,13
32669,шовинист,16
32670,шовинистка,95
32671,шок,0
32672,шоколад,15
32673,шоколадница,70
32674,шомпол,2
32675,шомполка,29
32676,шорник,7
32677,шорничество,78
32678,шорох,1
32679,шотландец,35
32680,шоумен,3
32681,шофер,2
32682,шпага,2
32683,шпагоглотатель,77
32684,шпажист,6
32685,шпажистка,34
32686,шпаклевание,122
32687,шпаклевка,33
32688,шпаклевщик,52
32689,шпаклевщица,67
32690,шпангоут,27
32691,шпандырь,7
32692,шпарение,16
32693,шпатель,9
32694,шпахтель,12
32695,шпация,2
32696,шпенек,3
32697,шпигат,4
32698,шпиговка,21
32699,шпикачка,13
32700,шпильман,11
32701,шпинат,6
32702,шпиндель,10
32703,шпинель,6
32704,шпион,2
32705,шпионаж,9
32706,шпионка,24
32707,шпионство,28
32708,шпиц,0
32709,шпицрутен,34
32710,шплинт,2
32711,шплинтование,131
